member_id,signup_date,cohort_month,total_orders,total_revenue,avg_aov,category_mix,membership_type,region,acquisition_channel,months_active
TM104696,2026-02-14,2026-02,9,576.25,64.03,Pantry:35.4|Snacks:23.3|Vitamins:16.2|Beauty:7.5|Fresh:0.2|Beverages:13.7|Household:3.7,Annual,Southwest,Referral,2
TM104697,2026-02-02,2026-02,11,617.46,56.13,Pantry:39.9|Snacks:15.7|Vitamins:12.7|Beauty:6.0|Fresh:4.1|Beverages:10.4|Household:11.2,Annual,Northeast,SEM,2
TM104698,2026-02-20,2026-02,10,591.85,59.19,Pantry:28.8|Snacks:16.7|Vitamins:14.3|Beauty:11.5|Fresh:9.8|Beverages:11.5|Household:7.4,Annual,Southwest,Paid Social,2
TM104699,2026-02-07,2026-02,7,427.6,61.09,Pantry:32.3|Snacks:24.8|Vitamins:6.5|Beauty:14.6|Fresh:6.3|Beverages:10.2|Household:5.4,Annual,Northeast,Organic,2
TM104700,2026-02-11,2026-02,3,167.49,55.83,Pantry:35.0|Snacks:21.0|Vitamins:9.0|Beauty:15.3|Fresh:7.3|Beverages:7.2|Household:5.3,Annual,Southwest,Email,1
TM104701,2026-02-10,2026-02,5,276.7,55.34,Pantry:31.4|Snacks:18.1|Vitamins:10.1|Beauty:14.5|Fresh:14.3|Beverages:6.3|Household:5.3,Annual,Northeast,SEM,1
TM104702,2026-02-24,2026-02,11,615.28,55.93,Pantry:34.6|Snacks:13.2|Vitamins:11.8|Beauty:18.2|Fresh:9.1|Beverages:8.8|Household:4.3,Annual,Southwest,Paid Social,2
TM104703,2026-02-16,2026-02,4,229.68,57.42,Pantry:35.8|Snacks:11.5|Vitamins:13.7|Beauty:8.6|Fresh:6.2|Beverages:13.4|Household:10.9,Monthly,West,Organic,1
TM104704,2026-02-22,2026-02,9,476.13,52.9,Pantry:32.3|Snacks:11.6|Vitamins:9.4|Beauty:16.2|Fresh:16.3|Beverages:5.7|Household:8.5,Annual,Midwest,Influencer,2
TM104705,2026-02-11,2026-02,8,452.33,56.54,Pantry:39.3|Snacks:13.5|Vitamins:6.2|Beauty:12.5|Fresh:10.1|Beverages:6.7|Household:11.7,Annual,Northeast,Organic,2
TM104706,2026-02-18,2026-02,3,190.32,63.44,Pantry:38.6|Snacks:16.9|Vitamins:8.9|Beauty:13.4|Fresh:2.4|Beverages:8.9|Household:10.9,Monthly,West,Paid Social,1
TM104707,2026-02-23,2026-02,10,592.36,59.24,Pantry:29.5|Snacks:9.8|Vitamins:13.4|Beauty:13.4|Fresh:10.2|Beverages:13.6|Household:10.2,Annual,West,Paid Social,2
TM104708,2026-02-12,2026-02,10,606.25,60.62,Pantry:25.6|Snacks:16.1|Vitamins:15.3|Beauty:9.5|Fresh:9.0|Beverages:15.2|Household:9.4,Monthly,Southwest,Paid Social,2
TM104709,2026-02-14,2026-02,9,525.13,58.35,Pantry:36.9|Snacks:20.6|Vitamins:16.1|Beauty:13.0|Fresh:1.6|Beverages:7.3|Household:4.6,Annual,Northeast,Organic,2
TM104710,2026-02-01,2026-02,8,446.58,55.82,Pantry:30.8|Snacks:17.5|Vitamins:8.1|Beauty:9.4|Fresh:15.6|Beverages:6.9|Household:11.7,Annual,Southwest,Influencer,2
TM104711,2026-02-04,2026-02,10,518.1,51.81,Pantry:41.1|Snacks:14.2|Vitamins:9.9|Beauty:15.8|Fresh:0.7|Beverages:6.0|Household:12.5,Monthly,Southwest,Influencer,2
TM104712,2026-02-27,2026-02,11,611.56,55.6,Pantry:35.7|Snacks:17.0|Vitamins:8.9|Beauty:11.0|Fresh:8.7|Beverages:9.4|Household:9.4,Annual,Southeast,Influencer,2
TM104713,2026-02-04,2026-02,11,717.61,65.24,Pantry:33.5|Snacks:15.3|Vitamins:8.5|Beauty:12.3|Fresh:13.3|Beverages:11.0|Household:6.1,Annual,Southwest,Email,2
TM104714,2026-02-02,2026-02,8,527.82,65.98,Pantry:34.0|Snacks:13.5|Vitamins:9.9|Beauty:12.7|Fresh:14.8|Beverages:5.6|Household:9.6,Monthly,Southeast,Organic,2
TM104715,2026-02-17,2026-02,9,551.01,61.22,Pantry:36.1|Snacks:21.5|Vitamins:14.9|Beauty:10.7|Fresh:5.9|Beverages:7.7|Household:3.2,Annual,Midwest,Organic,2
TM104716,2026-02-07,2026-02,6,377.4,62.9,Pantry:34.1|Snacks:12.7|Vitamins:16.2|Beauty:13.8|Fresh:8.2|Beverages:6.4|Household:8.5,Annual,Southwest,Organic,2
TM104717,2026-02-27,2026-02,3,156.96,52.32,Pantry:31.7|Snacks:16.6|Vitamins:13.4|Beauty:11.9|Fresh:8.5|Beverages:12.7|Household:5.2,Monthly,West,Paid Social,1
TM104718,2026-02-25,2026-02,8,528.72,66.09,Pantry:31.5|Snacks:10.5|Vitamins:15.7|Beauty:10.5|Fresh:12.2|Beverages:12.8|Household:6.8,Annual,Northeast,Organic,2
TM104719,2026-02-25,2026-02,9,506.38,56.26,Pantry:38.6|Snacks:18.4|Vitamins:6.5|Beauty:7.8|Fresh:3.5|Beverages:14.0|Household:11.2,Monthly,Southeast,Paid Social,2
TM104720,2026-02-03,2026-02,12,635.4,52.95,Pantry:32.9|Snacks:16.6|Vitamins:11.3|Beauty:5.6|Fresh:5.9|Beverages:14.7|Household:12.9,Annual,Northeast,Paid Social,2
TM104721,2026-02-22,2026-02,5,334.7,66.94,Pantry:35.6|Snacks:19.7|Vitamins:11.0|Beauty:6.5|Fresh:4.6|Beverages:16.2|Household:6.4,Monthly,Southeast,SEM,1
TM104722,2026-02-13,2026-02,10,689.76,68.98,Pantry:29.2|Snacks:19.6|Vitamins:12.1|Beauty:9.1|Fresh:13.4|Beverages:5.9|Household:10.6,Annual,Southwest,Referral,2
TM104723,2026-02-11,2026-02,6,386.34,64.39,Pantry:33.6|Snacks:10.6|Vitamins:11.7|Beauty:10.4|Fresh:12.2|Beverages:9.8|Household:11.8,Monthly,Midwest,Organic,2
TM104724,2026-02-26,2026-02,7,379.08,54.15,Pantry:39.0|Snacks:18.8|Vitamins:11.0|Beauty:8.4|Fresh:10.3|Beverages:6.9|Household:5.6,Monthly,Northeast,Influencer,2
TM104725,2026-02-16,2026-02,9,583.77,64.86,Pantry:40.6|Snacks:13.0|Vitamins:7.8|Beauty:5.8|Fresh:14.4|Beverages:11.3|Household:7.1,Monthly,Midwest,Referral,2
TM104726,2026-02-01,2026-02,10,662.6,66.26,Pantry:30.3|Snacks:20.4|Vitamins:11.9|Beauty:12.0|Fresh:1.5|Beverages:13.0|Household:11.0,Monthly,West,Organic,2
TM104727,2026-02-15,2026-02,5,290.8,58.16,Pantry:34.5|Snacks:21.3|Vitamins:7.3|Beauty:15.5|Fresh:5.3|Beverages:12.3|Household:3.7,Monthly,Northeast,Organic,1
TM104728,2026-02-06,2026-02,8,537.98,67.25,Pantry:38.8|Snacks:17.3|Vitamins:6.7|Beauty:9.9|Fresh:5.4|Beverages:13.0|Household:8.9,Monthly,Northeast,Organic,2
TM104729,2026-02-08,2026-02,7,453.5,64.79,Pantry:33.6|Snacks:17.2|Vitamins:16.1|Beauty:17.5|Fresh:2.0|Beverages:8.5|Household:5.1,Monthly,West,Organic,2
TM104730,2026-02-13,2026-02,7,401.28,57.33,Pantry:36.3|Snacks:17.9|Vitamins:17.0|Beauty:7.0|Fresh:7.7|Beverages:10.7|Household:3.5,Monthly,West,Influencer,2
TM104731,2026-02-28,2026-02,7,423.74,60.53,Pantry:35.1|Snacks:9.3|Vitamins:11.3|Beauty:12.8|Fresh:12.8|Beverages:8.7|Household:10.0,Monthly,Southwest,SEM,2
TM104732,2026-02-07,2026-02,4,195.44,48.86,Pantry:32.1|Snacks:13.1|Vitamins:12.6|Beauty:5.7|Fresh:12.7|Beverages:13.4|Household:10.4,Annual,Midwest,Paid Social,1
TM104733,2026-02-25,2026-02,8,537.96,67.25,Pantry:36.2|Snacks:18.7|Vitamins:5.3|Beauty:9.5|Fresh:10.8|Beverages:11.1|Household:8.4,Monthly,Southwest,Referral,2
TM104734,2026-02-26,2026-02,4,274.84,68.71,Pantry:35.6|Snacks:11.6|Vitamins:14.9|Beauty:14.2|Fresh:7.5|Beverages:6.2|Household:10.0,Annual,Southeast,Email,1
TM104735,2026-02-11,2026-02,9,595.32,66.15,Pantry:31.2|Snacks:20.7|Vitamins:16.6|Beauty:5.3|Fresh:13.7|Beverages:8.4|Household:4.1,Annual,Southeast,Referral,2
TM104736,2026-02-28,2026-02,8,381.5,47.69,Pantry:36.0|Snacks:24.4|Vitamins:7.8|Beauty:9.3|Fresh:2.8|Beverages:9.1|Household:10.5,Annual,Southwest,Influencer,2
TM104737,2026-02-08,2026-02,9,587.78,65.31,Pantry:38.4|Snacks:18.7|Vitamins:13.3|Beauty:9.3|Fresh:8.1|Beverages:9.1|Household:3.2,Monthly,Southeast,Organic,2
TM104738,2026-02-07,2026-02,10,723.45,72.34,Pantry:30.0|Snacks:11.6|Vitamins:17.3|Beauty:7.1|Fresh:14.1|Beverages:6.6|Household:13.3,Annual,Southwest,Referral,2
TM104739,2026-02-21,2026-02,8,531.9,66.49,Pantry:33.9|Snacks:14.7|Vitamins:14.5|Beauty:12.1|Fresh:8.4|Beverages:6.4|Household:10.1,Monthly,Southwest,Organic,2
TM104740,2026-02-23,2026-02,7,412.93,58.99,Pantry:31.5|Snacks:18.3|Vitamins:16.3|Beauty:15.1|Fresh:2.3|Beverages:8.5|Household:7.9,Annual,Northeast,Organic,2
TM104741,2026-02-20,2026-02,6,365.52,60.92,Pantry:28.1|Snacks:19.2|Vitamins:16.8|Beauty:10.6|Fresh:4.6|Beverages:9.6|Household:11.2,Annual,Southwest,Influencer,1
TM104742,2026-02-09,2026-02,9,524.85,58.32,Pantry:29.5|Snacks:19.1|Vitamins:14.4|Beauty:12.3|Fresh:4.3|Beverages:12.5|Household:8.0,Annual,West,Paid Social,2
TM104743,2026-02-26,2026-02,10,591.65,59.16,Pantry:31.8|Snacks:25.3|Vitamins:8.0|Beauty:7.0|Fresh:6.7|Beverages:12.7|Household:8.5,Annual,Northeast,Email,2
TM104744,2026-02-03,2026-02,8,458.93,57.37,Pantry:34.1|Snacks:16.4|Vitamins:14.9|Beauty:9.3|Fresh:3.5|Beverages:11.0|Household:10.8,Monthly,Southwest,Paid Social,2
TM104745,2026-02-04,2026-02,9,515.11,57.23,Pantry:32.2|Snacks:17.4|Vitamins:10.8|Beauty:7.6|Fresh:12.1|Beverages:8.8|Household:11.1,Annual,Northeast,Influencer,2
TM104746,2026-02-18,2026-02,8,501.05,62.63,Pantry:32.5|Snacks:19.1|Vitamins:14.4|Beauty:8.2|Fresh:0.5|Beverages:14.6|Household:10.8,Annual,Southeast,Organic,2
TM104747,2026-02-20,2026-02,10,506.6,50.66,Pantry:34.9|Snacks:15.0|Vitamins:5.9|Beauty:14.3|Fresh:13.4|Beverages:5.8|Household:10.5,Annual,West,Paid Social,2
TM104748,2026-02-12,2026-02,10,633.38,63.34,Pantry:35.0|Snacks:14.8|Vitamins:13.3|Beauty:13.2|Fresh:8.4|Beverages:10.7|Household:4.5,Annual,West,Organic,2
TM104749,2026-02-19,2026-02,8,490.34,61.29,Pantry:30.1|Snacks:21.5|Vitamins:12.6|Beauty:13.3|Fresh:7.8|Beverages:10.8|Household:3.8,Annual,West,Paid Social,2
TM104750,2026-02-03,2026-02,3,161.34,53.78,Pantry:32.1|Snacks:19.0|Vitamins:6.8|Beauty:11.4|Fresh:11.6|Beverages:7.5|Household:11.8,Monthly,West,Email,1
TM104751,2026-02-27,2026-02,3,191.28,63.76,Pantry:29.4|Snacks:11.4|Vitamins:18.0|Beauty:14.2|Fresh:9.5|Beverages:10.0|Household:7.5,Monthly,Northeast,Organic,1
TM104752,2026-02-05,2026-02,9,565.06,62.78,Pantry:37.0|Snacks:12.7|Vitamins:13.3|Beauty:5.4|Fresh:9.8|Beverages:12.3|Household:9.6,Monthly,Midwest,SEM,2
TM104753,2026-02-02,2026-02,8,497.41,62.18,Pantry:37.2|Snacks:19.4|Vitamins:10.9|Beauty:8.4|Fresh:11.4|Beverages:7.7|Household:5.1,Annual,West,Email,2
TM104754,2026-02-27,2026-02,5,312.3,62.46,Pantry:32.0|Snacks:19.2|Vitamins:12.7|Beauty:12.0|Fresh:4.8|Beverages:9.1|Household:10.2,Annual,Northeast,Paid Social,1
TM104755,2026-02-23,2026-02,10,544.15,54.41,Pantry:36.0|Snacks:18.4|Vitamins:7.4|Beauty:10.2|Fresh:15.4|Beverages:8.3|Household:4.3,Annual,West,Email,2
TM104756,2026-02-13,2026-02,3,184.23,61.41,Pantry:34.9|Snacks:23.7|Vitamins:12.2|Beauty:9.6|Fresh:5.1|Beverages:8.5|Household:6.1,Annual,Midwest,Referral,1
TM104757,2026-02-21,2026-02,6,319.32,53.22,Pantry:31.3|Snacks:13.6|Vitamins:10.8|Beauty:7.7|Fresh:16.2|Beverages:10.0|Household:10.5,Annual,Northeast,Paid Social,1
TM104758,2026-02-04,2026-02,9,445.46,49.5,Pantry:33.4|Snacks:18.7|Vitamins:14.9|Beauty:7.2|Fresh:3.9|Beverages:13.8|Household:8.2,Monthly,West,Paid Social,2
TM104759,2026-02-13,2026-02,12,765.9,63.82,Pantry:38.1|Snacks:16.5|Vitamins:6.1|Beauty:16.5|Fresh:0.1|Beverages:12.0|Household:10.7,Annual,West,SEM,2
TM104760,2026-02-16,2026-02,9,581.73,64.64,Pantry:35.7|Snacks:13.0|Vitamins:10.4|Beauty:7.3|Fresh:12.4|Beverages:12.2|Household:9.0,Monthly,Southwest,Paid Social,2
TM104761,2026-02-14,2026-02,3,201.0,67.0,Pantry:35.0|Snacks:20.9|Vitamins:13.3|Beauty:5.7|Fresh:7.1|Beverages:12.1|Household:6.0,Annual,Southwest,SEM,1
TM104762,2026-02-05,2026-02,9,597.89,66.43,Pantry:30.4|Snacks:12.5|Vitamins:12.4|Beauty:15.4|Fresh:9.9|Beverages:15.1|Household:4.3,Monthly,West,Organic,2
TM104763,2026-02-02,2026-02,8,546.23,68.28,Pantry:35.2|Snacks:14.3|Vitamins:14.2|Beauty:5.9|Fresh:13.4|Beverages:9.6|Household:7.3,Annual,Southeast,Referral,2
TM104764,2026-02-24,2026-02,6,327.87,54.65,Pantry:28.4|Snacks:21.8|Vitamins:16.9|Beauty:15.2|Fresh:3.4|Beverages:9.8|Household:4.5,Annual,West,Paid Social,2
TM104765,2026-02-03,2026-02,4,219.48,54.87,Pantry:44.3|Snacks:11.9|Vitamins:8.8|Beauty:11.3|Fresh:10.8|Beverages:6.2|Household:6.7,Annual,West,Paid Social,1
TM104766,2026-02-25,2026-02,7,396.35,56.62,Pantry:27.8|Snacks:18.5|Vitamins:16.9|Beauty:10.1|Fresh:11.3|Beverages:6.7|Household:8.7,Annual,Southwest,Organic,2
TM104767,2026-02-23,2026-02,3,163.5,54.5,Pantry:31.5|Snacks:13.1|Vitamins:16.3|Beauty:14.5|Fresh:6.0|Beverages:14.5|Household:4.0,Monthly,Southwest,Email,1
TM104768,2026-02-02,2026-02,7,477.6,68.23,Pantry:37.7|Snacks:10.7|Vitamins:9.4|Beauty:8.7|Fresh:10.8|Beverages:11.9|Household:10.6,Monthly,Northeast,Email,2
TM104769,2026-02-19,2026-02,10,664.02,66.4,Pantry:36.0|Snacks:25.8|Vitamins:7.4|Beauty:11.4|Fresh:1.8|Beverages:8.7|Household:8.9,Annual,Northeast,Organic,2
TM104770,2026-02-28,2026-02,9,647.98,72.0,Pantry:41.3|Snacks:16.8|Vitamins:11.4|Beauty:9.9|Fresh:2.7|Beverages:9.1|Household:8.9,Annual,Southeast,Referral,2
TM104771,2026-02-07,2026-02,8,490.74,61.34,Pantry:40.0|Snacks:15.8|Vitamins:6.4|Beauty:8.4|Fresh:11.6|Beverages:12.4|Household:5.5,Annual,Southwest,Organic,2
TM104772,2026-02-11,2026-02,10,664.56,66.46,Pantry:34.4|Snacks:17.0|Vitamins:16.5|Beauty:7.3|Fresh:10.4|Beverages:8.8|Household:5.6,Annual,Southwest,Referral,2
TM104773,2026-02-15,2026-02,9,486.62,54.07,Pantry:27.8|Snacks:19.6|Vitamins:10.9|Beauty:12.9|Fresh:13.1|Beverages:8.0|Household:7.8,Annual,Southwest,SEM,2
TM104774,2026-02-28,2026-02,9,465.27,51.7,Pantry:35.3|Snacks:11.6|Vitamins:15.2|Beauty:5.8|Fresh:10.6|Beverages:10.9|Household:10.7,Annual,Southeast,Influencer,2
TM104775,2026-02-10,2026-02,8,414.21,51.78,Pantry:34.7|Snacks:22.7|Vitamins:7.9|Beauty:13.6|Fresh:4.7|Beverages:9.1|Household:7.3,Monthly,West,Paid Social,2
TM104776,2026-02-18,2026-02,8,503.95,62.99,Pantry:38.9|Snacks:21.4|Vitamins:17.4|Beauty:5.6|Fresh:5.6|Beverages:6.2|Household:4.9,Monthly,West,Organic,2
TM104777,2026-02-14,2026-02,3,180.03,60.01,Pantry:29.2|Snacks:11.9|Vitamins:13.7|Beauty:9.4|Fresh:15.7|Beverages:8.0|Household:12.1,Monthly,West,Organic,1
TM104778,2026-02-04,2026-02,7,389.5,55.64,Pantry:39.0|Snacks:20.0|Vitamins:6.2|Beauty:10.9|Fresh:7.3|Beverages:8.3|Household:8.3,Annual,Midwest,Organic,2
TM104779,2026-02-27,2026-02,7,435.5,62.21,Pantry:34.2|Snacks:16.4|Vitamins:12.7|Beauty:6.6|Fresh:13.2|Beverages:10.5|Household:6.2,Annual,West,Organic,2
TM104780,2026-02-16,2026-02,7,449.65,64.24,Pantry:35.7|Snacks:19.7|Vitamins:8.1|Beauty:9.1|Fresh:8.2|Beverages:13.9|Household:5.3,Annual,Midwest,SEM,2
TM104781,2026-02-08,2026-02,9,445.51,49.5,Pantry:38.7|Snacks:20.8|Vitamins:10.7|Beauty:6.7|Fresh:2.5|Beverages:7.7|Household:13.0,Annual,Southwest,Paid Social,2
TM104782,2026-02-10,2026-02,10,537.75,53.77,Pantry:35.6|Snacks:22.3|Vitamins:16.3|Beauty:7.0|Fresh:4.0|Beverages:6.6|Household:8.2,Annual,Northeast,Influencer,2
TM104783,2026-02-06,2026-02,4,230.08,57.52,Pantry:34.6|Snacks:19.9|Vitamins:16.6|Beauty:12.1|Fresh:3.4|Beverages:5.2|Household:8.2,Monthly,Northeast,Influencer,1
TM104784,2026-02-09,2026-02,11,613.98,55.82,Pantry:30.1|Snacks:22.2|Vitamins:16.1|Beauty:8.5|Fresh:1.1|Beverages:11.9|Household:10.0,Annual,Northeast,Paid Social,2
TM104785,2026-02-12,2026-02,5,338.0,67.6,Pantry:44.6|Snacks:13.7|Vitamins:12.6|Beauty:9.0|Fresh:5.1|Beverages:9.8|Household:5.1,Annual,Northeast,Organic,1
TM104786,2026-02-03,2026-02,5,271.95,54.39,Pantry:30.0|Snacks:20.4|Vitamins:8.4|Beauty:16.4|Fresh:8.8|Beverages:7.5|Household:8.6,Annual,Midwest,Influencer,1
TM104787,2026-02-19,2026-02,7,466.48,66.64,Pantry:44.9|Snacks:14.5|Vitamins:13.5|Beauty:6.3|Fresh:10.1|Beverages:6.5|Household:4.1,Monthly,Midwest,Referral,2
TM104788,2026-02-04,2026-02,10,545.7,54.57,Pantry:37.3|Snacks:20.7|Vitamins:16.9|Beauty:8.1|Fresh:3.2|Beverages:7.8|Household:6.0,Annual,Northeast,Paid Social,2
TM104789,2026-02-02,2026-02,9,526.45,58.49,Pantry:34.0|Snacks:20.1|Vitamins:5.9|Beauty:7.1|Fresh:16.3|Beverages:8.4|Household:8.3,Annual,Northeast,SEM,2
TM104790,2026-02-04,2026-02,10,490.65,49.06,Pantry:29.9|Snacks:18.3|Vitamins:9.1|Beauty:12.5|Fresh:8.8|Beverages:9.4|Household:12.0,Annual,Southeast,Influencer,2
TM104791,2026-02-10,2026-02,12,795.96,66.33,Pantry:36.4|Snacks:23.0|Vitamins:6.0|Beauty:11.1|Fresh:6.2|Beverages:9.2|Household:8.1,Annual,Midwest,Organic,2
TM104792,2026-02-22,2026-02,6,372.75,62.12,Pantry:43.3|Snacks:12.4|Vitamins:10.0|Beauty:8.9|Fresh:5.3|Beverages:10.5|Household:9.6,Annual,West,Organic,2
TM104793,2026-02-25,2026-02,10,683.18,68.32,Pantry:41.0|Snacks:21.2|Vitamins:8.5|Beauty:11.0|Fresh:6.0|Beverages:5.7|Household:6.7,Annual,West,Referral,2
TM104794,2026-02-22,2026-02,9,457.72,50.86,Pantry:41.0|Snacks:14.1|Vitamins:9.0|Beauty:10.7|Fresh:14.4|Beverages:7.5|Household:3.3,Monthly,Southeast,Paid Social,2
TM104795,2026-02-16,2026-02,9,535.89,59.54,Pantry:28.8|Snacks:13.5|Vitamins:18.2|Beauty:11.5|Fresh:9.0|Beverages:12.7|Household:6.3,Monthly,Southwest,SEM,2
TM104796,2026-02-27,2026-02,3,186.18,62.06,Pantry:35.1|Snacks:12.0|Vitamins:9.4|Beauty:14.0|Fresh:14.6|Beverages:7.5|Household:7.3,Annual,Midwest,Email,1
TM104797,2026-03-04,2026-03,3,177.36,59.12,Pantry:40.0|Snacks:24.0|Vitamins:8.9|Beauty:8.3|Fresh:1.3|Beverages:13.0|Household:4.5,Annual,Southeast,Email,1
TM104798,2026-03-01,2026-03,4,203.56,50.89,Pantry:32.9|Snacks:19.1|Vitamins:10.5|Beauty:12.4|Fresh:7.0|Beverages:5.7|Household:12.3,Monthly,Southeast,Paid Social,1
TM104799,2026-03-11,2026-03,5,306.3,61.26,Pantry:35.7|Snacks:18.4|Vitamins:10.2|Beauty:12.8|Fresh:6.0|Beverages:5.4|Household:11.5,Annual,Midwest,Referral,1
TM104800,2026-03-16,2026-03,5,308.45,61.69,Pantry:35.9|Snacks:19.3|Vitamins:7.2|Beauty:10.6|Fresh:7.9|Beverages:8.1|Household:10.9,Annual,Midwest,Influencer,1
TM104801,2026-03-27,2026-03,5,290.85,58.17,Pantry:33.7|Snacks:21.9|Vitamins:18.2|Beauty:6.6|Fresh:1.8|Beverages:12.4|Household:5.4,Annual,West,Referral,1
TM104802,2026-03-27,2026-03,4,245.96,61.49,Pantry:30.7|Snacks:15.7|Vitamins:8.3|Beauty:16.4|Fresh:16.2|Beverages:6.3|Household:6.5,Monthly,Midwest,Influencer,1
TM104803,2026-03-26,2026-03,3,152.79,50.93,Pantry:29.7|Snacks:18.2|Vitamins:14.5|Beauty:12.8|Fresh:10.9|Beverages:7.3|Household:6.5,Annual,Northeast,SEM,1
TM104804,2026-03-15,2026-03,4,259.88,64.97,Pantry:39.5|Snacks:11.8|Vitamins:15.8|Beauty:6.8|Fresh:11.8|Beverages:9.3|Household:5.1,Monthly,Northeast,Organic,1
TM104805,2026-03-13,2026-03,4,181.12,45.28,Pantry:27.0|Snacks:21.2|Vitamins:19.1|Beauty:7.4|Fresh:5.5|Beverages:14.0|Household:5.9,Annual,West,Influencer,1
TM104806,2026-03-17,2026-03,5,234.95,46.99,Pantry:32.6|Snacks:16.3|Vitamins:17.2|Beauty:8.9|Fresh:0.0|Beverages:16.7|Household:8.4,Annual,Northeast,Influencer,1
TM104807,2026-03-08,2026-03,3,179.4,59.8,Pantry:35.4|Snacks:21.2|Vitamins:6.4|Beauty:12.3|Fresh:9.2|Beverages:8.3|Household:7.2,Annual,Southwest,Organic,1
TM104808,2026-03-08,2026-03,5,303.45,60.69,Pantry:33.9|Snacks:12.2|Vitamins:7.3|Beauty:17.0|Fresh:13.4|Beverages:6.7|Household:9.5,Annual,Southwest,Referral,1
TM104809,2026-03-08,2026-03,3,184.68,61.56,Pantry:32.7|Snacks:15.9|Vitamins:8.5|Beauty:16.4|Fresh:10.1|Beverages:8.5|Household:7.8,Annual,Midwest,Referral,1
TM104810,2026-03-18,2026-03,3,183.66,61.22,Pantry:23.2|Snacks:14.8|Vitamins:16.2|Beauty:12.8|Fresh:12.9|Beverages:11.7|Household:8.3,Monthly,Northeast,Influencer,1
TM104811,2026-03-07,2026-03,3,202.8,67.6,Pantry:30.6|Snacks:16.2|Vitamins:13.7|Beauty:13.9|Fresh:0.1|Beverages:13.6|Household:11.9,Monthly,Northeast,SEM,1
TM104812,2026-03-20,2026-03,3,192.0,64.0,Pantry:44.0|Snacks:13.1|Vitamins:12.2|Beauty:8.4|Fresh:5.1|Beverages:7.8|Household:9.4,Monthly,Northeast,Organic,1
TM104813,2026-03-23,2026-03,5,267.1,53.42,Pantry:33.7|Snacks:20.2|Vitamins:13.1|Beauty:8.4|Fresh:10.6|Beverages:7.6|Household:6.4,Monthly,Midwest,SEM,1
TM104814,2026-03-26,2026-03,5,276.75,55.35,Pantry:41.3|Snacks:11.5|Vitamins:14.5|Beauty:10.9|Fresh:3.4|Beverages:5.6|Household:12.9,Monthly,West,SEM,1
TM104815,2026-03-15,2026-03,4,238.0,59.5,Pantry:36.1|Snacks:17.9|Vitamins:12.7|Beauty:7.9|Fresh:7.1|Beverages:10.1|Household:8.2,Monthly,Southwest,Organic,1
TM104816,2026-03-26,2026-03,5,320.4,64.08,Pantry:38.2|Snacks:17.1|Vitamins:8.0|Beauty:12.1|Fresh:10.1|Beverages:10.6|Household:3.9,Annual,Midwest,Organic,1
TM104817,2026-03-02,2026-03,4,183.28,45.82,Pantry:26.7|Snacks:10.4|Vitamins:16.3|Beauty:11.0|Fresh:12.7|Beverages:12.1|Household:10.8,Annual,Northeast,Influencer,1
TM104818,2026-03-08,2026-03,6,363.18,60.53,Pantry:31.2|Snacks:18.9|Vitamins:16.8|Beauty:7.8|Fresh:3.3|Beverages:8.3|Household:13.7,Annual,Northeast,Email,1
TM104819,2026-03-07,2026-03,5,314.15,62.83,Pantry:35.4|Snacks:18.9|Vitamins:14.6|Beauty:9.1|Fresh:11.6|Beverages:6.5|Household:4.0,Monthly,West,Organic,1
TM104820,2026-03-16,2026-03,5,259.0,51.8,Pantry:37.1|Snacks:18.6|Vitamins:6.9|Beauty:12.6|Fresh:2.9|Beverages:10.9|Household:11.0,Monthly,Midwest,Paid Social,1
TM104821,2026-03-20,2026-03,6,379.14,63.19,Pantry:30.9|Snacks:14.8|Vitamins:8.3|Beauty:12.0|Fresh:15.3|Beverages:13.8|Household:5.0,Annual,West,Organic,1
TM104822,2026-03-07,2026-03,5,304.1,60.82,Pantry:33.0|Snacks:20.3|Vitamins:10.9|Beauty:7.9|Fresh:10.4|Beverages:8.4|Household:9.1,Annual,Northeast,Organic,1
TM104823,2026-03-08,2026-03,6,318.06,53.01,Pantry:28.9|Snacks:21.5|Vitamins:11.9|Beauty:9.7|Fresh:5.7|Beverages:13.5|Household:8.8,Annual,West,Paid Social,1
TM104824,2026-03-11,2026-03,3,185.4,61.8,Pantry:32.1|Snacks:19.5|Vitamins:9.2|Beauty:10.7|Fresh:9.5|Beverages:12.6|Household:6.5,Annual,Northeast,Email,1
TM104825,2026-03-09,2026-03,4,260.96,65.24,Pantry:34.0|Snacks:13.6|Vitamins:16.8|Beauty:16.2|Fresh:4.5|Beverages:10.7|Household:4.1,Annual,Southeast,Referral,1
TM104826,2026-03-20,2026-03,6,393.42,65.57,Pantry:27.6|Snacks:10.3|Vitamins:17.5|Beauty:7.3|Fresh:12.6|Beverages:12.8|Household:11.9,Annual,Southeast,Referral,1
TM104827,2026-03-04,2026-03,5,321.3,64.26,Pantry:42.5|Snacks:14.7|Vitamins:10.2|Beauty:13.4|Fresh:1.8|Beverages:11.3|Household:6.1,Annual,Midwest,Paid Social,1
TM104828,2026-03-07,2026-03,5,321.5,64.3,Pantry:34.7|Snacks:18.1|Vitamins:5.1|Beauty:13.3|Fresh:11.8|Beverages:8.8|Household:8.2,Annual,West,Referral,1
